sha256,malware_type,adware,crypto_miner,downloader,dropper,file_infector,flooder,installer,packed,ransomware,spyware,worm
ad2573f014fc79d546270ab66cd19d7036167c0925c52fc71c843e810a6345ee,adware,33,0,1,2,0,0,7,1,0,0,0
557b0fdbbba0c87474d6edc578681cd04073a0af5cdd1218e0ddce3b8dd737e2,adware,33,0,1,2,0,0,7,1,0,0,0
74e0f04eb1739d757e49f8bb2f242411aef0cbfefe36206bc6ffc110662ee1f1,adware,34,0,0,2,0,0,6,0,0,0,0
15ddc73ac9850b793327534f69f6d38da6765b51303dd99b82d6f3d91d8276d7,adware,33,0,1,2,0,0,7,1,0,0,0
f937eb55bcc59bbde7899e397cc19a7ef3d2f67ec3bf27470df4a424a6e58091,adware,33,0,0,1,1,0,6,0,0,1,0
a9606c68938768be249d0b7a79e33fc2d0f38081cbeb7497f025e9f756943bdd,adware,33,0,0,1,1,0,6,0,0,1,0
d55ece146511250f4c31a45e35da3e7a03e06d501100955849b328b9f005beaa,adware,33,0,1,2,0,0,7,1,0,0,0
3084f9cdf78fbd396fbcc43301e783dfa11e55474f16e45d790cae0db1a6c702,adware,34,0,0,1,0,0,7,0,0,1,0
2d1572e30d060ded5a9d5db54df51e83263315cb66556f3686b2ce779719a5f5,adware,34,0,0,1,0,0,6,0,0,0,0
e4d3fa5408f801a6820392edaa0fa5e5ee562ca166805b9fee247f9a78e05626,adware,34,0,0,1,0,0,7,0,0,0,0
8460910d5042672e5d2569c923b692976590ae4a6e784678d8ad448090a56ea4,adware,34,0,1,2,0,0,7,1,0,0,0
570bef685e5bdd98e71869df46e91f1b14149e4629b719558c3203aca1ad1c99,adware,34,0,0,1,0,0,6,0,0,1,0
4bc7e9e1420305aa92978709c3da86079a2b6e033675394c92c5d3e93ea5d793,adware,33,0,0,1,0,0,7,0,0,0,0
0ee71b546655f0cf1ffb23800be810dd6ac0e7f2a638badd1aab75e3077d2528,adware,34,0,0,2,0,0,6,0,0,0,0
a4d5546dd45c4a8344f989b3f3990535ae44368bf2647dd4ed08bcdc1ab152e0,adware,33,0,1,2,0,0,7,1,0,0,0
c55270206b824410b197f26a9e607d292394ef81fb656d650be1308f4dfe10fd,adware,33,0,1,2,0,0,7,1,0,0,0
862d99dfa91549b469e49017a384d48410a137c4698f1aec6e73f5b3a288fa70,adware,33,0,0,0,0,0,6,0,0,0,0
58b71112e9231d9ee8f33684b55f22bf97bd06b83e763782de1776caca29dd79,adware,33,0,1,2,0,0,7,1,0,0,0
69549afb3412a6565a17925b6aa5e9b860d8b3e618d3c567d96fd8d8be43dc44,adware,34,0,1,2,0,0,7,1,0,0,0
9ba1822467270220b67aa563bf3dac29853a751b22681d5d2f9a3c9df66ebfeb,adware,35,0,0,0,0,0,6,0,0,0,0
a6f590ad8a0d527bff62295e4351b7ed14701a3ee77399657344f1847f74b1a5,adware,34,0,1,2,0,0,7,1,0,0,0
fe07288b3a84212811ece91b4157c28efc164b9e98878cfe70617e606b3206d7,adware,34,0,0,1,1,0,6,0,0,1,0
79fc43de2857fa48d46262dc8e2b4e467504f915665626057edd0a52377a9270,adware,36,0,1,2,0,0,7,1,0,0,0
117b470e2b5cc0f019a7e25a0170b8ea6bc398115bfc44d40d651ce6019c4a47,adware,34,0,0,0,0,0,6,0,0,0,0
909832ef76cbe4032d34bf26cd4763d76540489589ddbae2a717dd7a7cae0926,adware,34,0,0,1,0,0,6,0,0,1,0
893bb7bbee2da7de0548f1c7c046ed50df212b1c4fc26005c6b00f9434225454,adware,33,0,0,1,0,0,6,0,0,1,0
c0ee0d4885dfc5bdc58c430e68206abab97399fa1c2ecd5b6d3a29ee5790e9a7,adware,33,0,0,1,0,0,6,0,0,1,0
e00f2586a5b44167641fe1db46135bdc5c54f0406217f434bbda72c3453b8490,adware,34,0,1,2,0,0,7,1,0,0,0
0e5d375e80974b085f2b6714829a1e9e218f2dc4ebbf3ceb91a270a7251d6c94,adware,33,0,0,1,1,0,7,0,0,1,0
eca5d97b9f0eee304d86a19007caf3c1ab728f83623b05a48ead857c18e87fa2,adware,33,0,0,1,0,0,6,0,0,1,0
ba6506d1132719ecdae64fba5c49237c9fb2265a808ea3ac3b56746d40370fd7,adware,34,0,1,2,0,0,7,1,0,0,0
6508da8f4ea3dcda427172f1dac263ac6e8eb776eefe4d63a8c8bf6972cae4be,adware,33,0,0,2,0,0,6,0,0,1,0
6d04d27924fdafedad5989679cc20515066cfc9028ad3389a5ae74c3cebf8f79,adware,33,0,0,0,0,0,6,0,0,0,0
598cb383846cd05ea6dd9637016fcad5be351d47ab454148caa175433d25639e,adware,33,0,0,1,1,0,7,0,0,1,0
dc9ef6c48d402fbc75f6d2cdc2b905e6867e6ba2c4532b9fe0b02b6c72f5e983,adware,34,0,1,2,0,0,7,1,0,0,0
d59c33b7642f6fa4f25a19eddc3eb859d47fa51b95b0bfa9e9342d24006883bb,adware,34,0,1,2,0,0,7,1,0,0,0
067f916c7a77d9bcc9e85b68aaa2d6267689122b89be35cc836598d95d00b7ea,adware,33,0,0,2,0,0,6,0,0,0,0
2c6e79399d433f9e85c08d4760c528ddfe9192201d4a5dc80c31e73110669d30,adware,33,0,0,1,1,0,7,0,0,1,0
f71ec22fff25f7cdb6c09f38a373fc838cd01db8f2c58597cf164e9165a95d9d,adware,33,0,0,1,1,0,7,0,0,1,0
a0f4f94b02e93746e0ea46920e4e3228185f2c6290ef632ae6d90d2fe91df990,adware,33,0,0,2,0,0,6,0,0,1,0
1e1dcb6fe866873816a2560d011c51e28c04e8afe8fcc80805e7411ae78268b7,adware,33,0,0,1,1,0,7,0,0,1,0
